0.0379
0.0085
0.0065
0.006
0.0011
0.0293
0.0276
0.0458
0.0218
0.0244
0.0021
0.0791
0.0467
0.037
0.0009
0.0001
0.0274
0.0366
0.0832
0.0491
0.0086
0.0096
0.0782
0.0062
0.0071
0.0761
0.0807
0.0828
0.0031
0.0336
0.0344
0.0002
0.0073
0.0001
0.0005
