Date,Open,High,Low,Close,Adj Close,Volume
5/1/2020,1328.5,1352.069946,1311,1320.609985,1320.609985,2072500
4/30/2020,1324.880005,1352.819946,1322.48999,1348.660034,1348.660034,2668900
4/29/2020,1341.459961,1359.98999,1325.339966,1341.47998,1341.47998,3793600
4/28/2020,1287.930054,1288.050049,1232.199951,1233.670044,1233.670044,2951300
4/27/2020,1296,1296.150024,1269,1275.880005,1275.880005,1600600
4/24/2020,1261.170044,1280.400024,1249.449951,1279.310059,1279.310059,1640400
4/23/2020,1271.550049,1293.310059,1265.670044,1276.310059,1276.310059,1566200
4/22/2020,1245.540039,1285.613037,1242,1263.209961,1263.209961,2093100
4/21/2020,1247,1254.27002,1209.709961,1216.339966,1216.339966,2153000
4/20/2020,1271,1281.599976,1261.369995,1266.609985,1266.609985,1695500
4/17/2020,1284.849976,1294.430054,1271.22998,1283.25,1283.25,1949000
4/16/2020,1274.099976,1279,1242.619995,1263.469971,1263.469971,2518100
4/15/2020,1245.609985,1280.459961,1240.400024,1262.469971,1262.469971,1671700
4/14/2020,1245.089966,1282.069946,1236.930054,1269.22998,1269.22998,2470400
4/13/2020,1209.180054,1220.51001,1187.598022,1217.560059,1217.560059,1739800
4/9/2020,1224.079956,1225.569946,1196.734985,1211.449951,1211.449951,2175400
4/8/2020,1206.5,1219.069946,1188.160034,1210.280029,1210.280029,1975100
4/7/2020,1221,1225,1182.22998,1186.51001,1186.51001,2387300
4/6/2020,1138,1194.660034,1130.939941,1186.920044,1186.920044,2664700
4/3/2020,1119.015015,1123.540039,1079.810059,1097.880005,1097.880005,2313400
4/2/2020,1098.26001,1126.859985,1096.400024,1120.839966,1120.839966,1964900
4/1/2020,1122,1129.689941,1097.449951,1105.619995,1105.619995,2344200
3/31/2020,1147.300049,1175.310059,1138.140015,1162.810059,1162.810059,2486400
3/30/2020,1125.040039,1151.630005,1096.47998,1146.819946,1146.819946,2574100
3/27/2020,1125.670044,1150.670044,1105.910034,1110.709961,1110.709961,3208500
3/26/2020,1111.800049,1169.969971,1093.530029,1161.75,1161.75,3571700
3/25/2020,1126.469971,1148.900024,1086.01001,1102.48999,1102.48999,4081500
3/24/2020,1103.77002,1135,1090.619995,1134.459961,1134.459961,3344500
3/23/2020,1061.319946,1071.319946,1013.536011,1056.619995,1056.619995,4044100
3/20/2020,1135.719971,1143.98999,1065.48999,1072.319946,1072.319946,3601800
3/19/2020,1093.050049,1157.969971,1060.108032,1115.290039,1115.290039,3651100
3/18/2020,1056.51001,1106.5,1037.280029,1096.800049,1096.800049,4233400
3/17/2020,1093.109985,1130.859985,1056.01001,1119.800049,1119.800049,3861500
3/16/2020,1096,1152.266968,1074.439941,1084.329956,1084.329956,4252400
3/13/2020,1179,1219.76001,1117.142944,1219.72998,1219.72998,3700100
3/12/2020,1126,1193.869995,1113.300049,1114.910034,1114.910034,4226700
3/11/2020,1249.699951,1260.959961,1196.069946,1215.410034,1215.410034,2608500
3/10/2020,1260,1281.150024,1218.77002,1280.390015,1280.390015,2611400
3/9/2020,1205.300049,1254.76001,1200,1215.560059,1215.560059,3365400
3/6/2020,1277.060059,1306.219971,1261.050049,1298.410034,1298.410034,2660600
3/5/2020,1350.199951,1358.910034,1305.099976,1319.040039,1319.040039,2561300
3/4/2020,1359.22998,1388.089966,1343.109985,1386.52002,1386.52002,1913300
3/3/2020,1399.420044,1410.150024,1332,1341.390015,1341.390015,2402300
3/2/2020,1351.609985,1390.869995,1326.814941,1389.109985,1389.109985,2431500
2/28/2020,1277.5,1341.140015,1271,1339.329956,1339.329956,3790600
2/27/2020,1362.060059,1371.703979,1317.170044,1318.089966,1318.089966,2978300
2/26/2020,1396.140015,1415.699951,1379,1393.180054,1393.180054,2202400
2/25/2020,1433,1438.140015,1382.400024,1388.449951,1388.449951,2478300
2/24/2020,1426.109985,1436.969971,1411.390015,1421.589966,1421.589966,2867100
2/21/2020,1508.030029,1512.214966,1480.439941,1485.109985,1485.109985,1731700
2/20/2020,1522,1529.640015,1506.819946,1518.150024,1518.150024,1096600
2/19/2020,1525.069946,1532.105957,1521.400024,1526.689941,1526.689941,949300
2/18/2020,1515,1531.630005,1512.589966,1519.670044,1519.670044,1120700
2/14/2020,1515.599976,1520.73999,1507.339966,1520.73999,1520.73999,1197800
2/13/2020,1512.689941,1527.180054,1504.599976,1514.660034,1514.660034,929500
2/12/2020,1514.47998,1520.694946,1508.109985,1518.27002,1518.27002,1167600
2/11/2020,1511.810059,1529.630005,1505.637939,1508.790039,1508.790039,1344600
2/10/2020,1474.319946,1509.5,1474.319946,1508.680054,1508.680054,1419900
2/7/2020,1467.300049,1485.839966,1466.349976,1479.22998,1479.22998,1172300
2/6/2020,1450.329956,1482,1449.569946,1476.22998,1476.22998,1679400
2/5/2020,1462.420044,1463.839966,1430.560059,1448.22998,1448.22998,1986200
2/4/2020,1457.069946,1469.5,1426.300049,1447.069946,1447.069946,3933000
2/3/2020,1462,1490,1458.98999,1485.939941,1485.939941,3055200
1/31/2020,1468.900024,1470.130005,1428.530029,1434.22998,1434.22998,2417200
1/30/2020,1439.959961,1457.280029,1436.400024,1455.839966,1455.839966,1339400
1/29/2020,1458.800049,1465.430054,1446.73999,1458.630005,1458.630005,1077700
1/28/2020,1443,1456,1432.469971,1452.560059,1452.560059,1577400
1/27/2020,1431,1438.069946,1421.199951,1433.900024,1433.900024,1755200
1/24/2020,1493.589966,1495.494995,1465.25,1466.709961,1466.709961,1784600
