Date,Open,High,Low,Close,Adj Close,Volume
5/1/2020,14.16,14.49,13.615,14.35,14.35,1196800
4/30/2020,15.03,15.85,14.39,14.98,14.98,2074000
4/29/2020,14.54,15.875,14.04,15.81,15.81,2593300
4/28/2020,13.74,14.14,13.12,13.97,13.97,3023600
4/27/2020,12.11,13.47,12.11,13.02,13.02,1645600
4/24/2020,12.5,12.65,12.145,12.36,12.36,978300
4/23/2020,11.66,12.5,11.45,12.16,12.16,1506000
4/22/2020,11.84,11.9,10.975,11.26,11.26,1396100
4/21/2020,11.44,11.88,10.77,11.56,11.56,2121700
4/20/2020,10.53,11.11,10.36,10.75,10.75,2081800
4/17/2020,10.95,11.64,10.76,11.19,11.19,1107900
4/16/2020,10.42,10.58,9.85,10.33,10.33,1139900
4/15/2020,10.24,10.75,10.05,10.51,10.51,1588100
4/14/2020,11.35,12.05,11,11.17,11.17,1420400
4/13/2020,12.29,12.36,10.985,11.26,11.26,1618000
4/9/2020,11.58,13.55,11.41,12.49,12.49,3164600
4/8/2020,9.72,10.94,9.28,10.84,10.84,1633100
4/7/2020,10.27,10.76,9.23,9.31,9.31,1556100
4/6/2020,7.99,9.39,7.99,9.35,9.35,1804800
4/3/2020,7.48,7.91,7.12,7.35,7.35,1510000
4/2/2020,7.63,8.33,7.32,7.65,7.65,1855100
4/1/2020,8.52,8.56,7.55,7.56,7.56,2349700
3/31/2020,9.3,9.87,8.74,9.07,9.07,1828500
3/30/2020,9.16,9.41,8.36,9.35,9.35,1698500
3/27/2020,11.02,11.02,9.13,9.17,9.17,1885000
3/26/2020,11.75,12.77,11.32,11.62,11.62,1651000
3/25/2020,12.07,12.23,10.345,11.45,11.45,2441800
3/24/2020,10.02,12.44,9.99,11.57,11.57,3483800
3/23/2020,8.67,10.31,8.43,9.52,9.52,2339700
3/20/2020,8.8,9.809,8.2,8.61,8.61,4312700
3/19/2020,6.49,8.73,6.21,8.5,8.5,2877600
3/18/2020,8.02,8.1,5.9,6.53,6.53,2572200
3/17/2020,9.63,9.935,8.13,8.5,8.5,3177900
3/16/2020,12,12.25,9.3,9.54,9.54,2422900
3/13/2020,14.2,14.31,12.12,13.95,13.95,1732200
3/12/2020,15.55,15.97,13.16,13.24,13.24,1919500
3/11/2020,16.540001,17.139999,15.875,16.450001,16.450001,2124200
3/10/2020,18.059999,18.139999,16.174999,17.110001,17.110001,2377700
3/9/2020,18.799999,19.08,16.84,17.01,17.01,1892200
3/6/2020,19.459999,20.49,19.059999,20.16,20.16,2261600
3/5/2020,20.860001,21.15,19.725,19.950001,19.950001,2298100
3/4/2020,22.24,22.24,21.280001,21.92,21.92,1368100
3/3/2020,23.48,23.530001,21.645,21.809999,21.809999,1648100
3/2/2020,23.889999,24.030001,22.57,23.530001,23.530001,1554700
2/28/2020,22.940001,24.280001,22.889999,23.93,23.93,2155000
2/27/2020,24.5,25.27,23.59,24,24,2022600
2/26/2020,25.93,26.295,25.219999,25.27,25.27,1816500
2/25/2020,25.559999,26.290001,24.75,25.290001,25.290001,2316200
2/24/2020,25.969999,26.219999,24.73,25.549999,25.549999,1539900
2/21/2020,28.08,28.280001,26.629999,26.969999,26.969999,1042800
2/20/2020,27.440001,28.465,27.370001,28.24,28.24,1278800
2/19/2020,27.98,28.25,27.48,27.73,27.73,887000
2/18/2020,27.469999,28.514999,27.448,27.860001,27.860001,800700
2/14/2020,27.76,27.98,27.052999,27.65,27.65,1379200
2/13/2020,27.91,28.261,27.34,27.83,27.83,1288200
2/12/2020,28.280001,29.275,28.23,28.42,28.42,1527200
2/11/2020,27.129999,27.889999,26.889999,27.23,27.23,1749200
2/10/2020,26.860001,27.49,26.575001,27.120001,27.120001,1496300
2/7/2020,27.4,27.59,26.455,26.92,26.92,1353300
2/6/2020,27.969999,28.25,27.548,27.93,27.93,1771300
2/5/2020,27.620001,28.280001,27.24,28.02,28.02,1880500
2/4/2020,26.77,27.809999,26.32,27.129999,27.129999,2616300
2/3/2020,25.870001,26.620001,24.860001,26.190001,26.190001,3852600
1/31/2020,23.860001,25.85,23.5,25.709999,25.709999,10068900
1/30/2020,19.200001,19.4,18.58,19.32,19.32,1930300
1/29/2020,19.18,19.99,19.148001,19.59,19.59,1232100
1/28/2020,19.65,20.120001,18.91,18.950001,18.950001,1952900
1/27/2020,19.9,20.035,19.25,19.33,19.33,2072300
1/24/2020,21.23,21.32,19.66,20.27,20.27,1254200
1/23/2020,21.25,21.49,20.530001,21.26,21.26,1461800
1/22/2020,20.799999,21.6,20.75,21.59,21.59,831600
1/21/2020,21.59,21.77,20.57,20.799999,20.799999,754500
1/17/2020,22.110001,22.24,21.450001,21.84,21.84,1194200
1/16/2020,21.440001,22.23,21.440001,21.93,21.93,853400
1/15/2020,21.17,21.540001,20.5,21.389999,21.389999,978200
1/14/2020,20.870001,21.66,20.540001,21.27,21.27,960900
1/13/2020,20.379999,20.870001,20.049999,20.860001,20.860001,872100
1/10/2020,20.709999,20.76,20.09,20.469999,20.469999,876300
1/9/2020,21.01,21.35,20.475,20.620001,20.620001,902900
1/8/2020,21.129999,21.18,20.1,20.93,20.93,963100
1/7/2020,20.68,21.305,20.58,21.190001,21.190001,696900
1/6/2020,20.32,20.879999,20.120001,20.780001,20.780001,996400
1/3/2020,21.379999,21.76,20.610001,20.68,20.68,1963600
1/2/2020,21.77,22.125,21.389999,22.1,22.1,1587600
12/31/2019,21.120001,21.73,21.120001,21.25,21.25,764800
12/30/2019,21.25,21.68,21.025,21.190001,21.190001,680000
12/27/2019,21.25,21.82,21.209999,21.25,21.25,674200
12/26/2019,21.34,21.450001,20.889999,21.290001,21.290001,652200
12/24/2019,21.190001,21.34,20.950001,21.08,21.08,448600
12/23/2019,20.9,21.360001,20.799999,21.15,21.15,1312800
12/20/2019,23.25,23.33,20.940001,21,21,2292500
12/19/2019,23.719999,23.780001,23.01,23.07,23.07,623400
12/18/2019,23.549999,23.91,23.280001,23.75,23.75,744900
12/17/2019,23.68,23.700001,22.85,23.51,23.51,784800
12/16/2019,23.32,23.985001,23.212,23.530001,23.530001,812500
12/13/2019,24.5,24.68,22.74,22.91,22.91,964700
12/12/2019,23.799999,24.709999,23.209999,24.610001,24.610001,1308200
12/11/2019,23.76,23.987,23.379999,23.700001,23.700001,805600
12/10/2019,23.73,23.73,23.08,23.389999,23.389999,813000
12/9/2019,22.889999,23.870001,22.82,23.690001,23.690001,1000100
